Site,Label,Concepticon_ID,Concepticon_Gloss
754,fly,1441,FLY (MOVE THROUGH AIR)
755,fly,1441,FLY (MOVE THROUGH AIR)
756,fly,1441,FLY (MOVE THROUGH AIR)
757,fly,1441,FLY (MOVE THROUGH AIR)
758,fly,1441,FLY (MOVE THROUGH AIR)
759,fly,1441,FLY (MOVE THROUGH AIR)
760,fly,1441,FLY (MOVE THROUGH AIR)
761,fly,1441,FLY (MOVE THROUGH AIR)
762,fly,1441,FLY (MOVE THROUGH AIR)
763,fly,1441,FLY (MOVE THROUGH AIR)
764,foot,1301,FOOT
765,foot,1301,FOOT
766,foot,1301,FOOT
767,foot,1301,FOOT
768,foot,1301,FOOT
769,foot,1301,FOOT
770,foot,1301,FOOT
771,foot,1301,FOOT
772,foot,1301,FOOT
773,foot,1301,FOOT
774,foot,1301,FOOT
775,foot,1301,FOOT
776,four,1500,FOUR
777,four,1500,FOUR
778,give,1447,GIVE
779,give,1447,GIVE
780,give,1447,GIVE
781,give,1447,GIVE
782,give,1447,GIVE
783,give,1447,GIVE
784,give,1447,GIVE
785,good,1035,GOOD
786,good,1035,GOOD
787,good,1035,GOOD
788,good,1035,GOOD
789,good,1035,GOOD
790,good,1035,GOOD
791,good,1035,GOOD
792,good,1035,GOOD
793,good,1035,GOOD
794,good,1035,GOOD
795,good,1035,GOOD
796,good,1035,GOOD
797,good,1035,GOOD
798,good,1035,GOOD
799,good,1035,GOOD
800,good,1035,GOOD
801,good,1035,GOOD
802,good,1035,GOOD
803,good,1035,GOOD
804,good,1035,GOOD
805,good,1035,GOOD
806,good,1035,GOOD
807,good,1035,GOOD
808,good,1035,GOOD
809,hair,1040,HAIR
810,hair,1040,HAIR
811,hair,1040,HAIR
812,hair,1040,HAIR
813,hair,1040,HAIR
814,hair,1040,HAIR
815,hair,1040,HAIR
816,hair,1040,HAIR
817,hair,1040,HAIR
818,hair,1040,HAIR
819,hair,1040,HAIR
820,hair,1040,HAIR
821,hair,1040,HAIR
822,hair,1040,HAIR
823,hair,1040,HAIR
824,hair,1040,HAIR
825,hair,1040,HAIR
826,hair,1040,HAIR
827,hair,1040,HAIR
828,hair,1040,HAIR
829,hair,1040,HAIR
830,hair,1040,HAIR
831,hand,1277,HAND
832,hand,1277,HAND
833,hand,1277,HAND
834,hand,1277,HAND
835,hand,1277,HAND
836,hand,1277,HAND
837,hand,1277,HAND
838,hand,1277,HAND
839,he,1211,HE
840,he,1211,HE
841,he,1211,HE
842,he,1211,HE
843,he,1211,HE
844,he,1211,HE
845,he,1211,HE
846,he,1211,HE
847,he,1211,HE
848,he,1211,HE
849,he,1211,HE
850,he,1211,HE
851,he,1211,HE
852,head,1256,HEAD
853,head,1256,HEAD
854,head,1256,HEAD
855,head,1256,HEAD
856,head,1256,HEAD
857,head,1256,HEAD
858,head,1256,HEAD
859,head,1256,HEAD
860,head,1256,HEAD
861,head,1256,HEAD
862,head,1256,HEAD
863,head,1256,HEAD
864,head,1256,HEAD
865,head,1256,HEAD
866,head,1256,HEAD
867,head,1256,HEAD
868,head,1256,HEAD
869,head,1256,HEAD
870,head,1256,HEAD
871,hear,1408,HEAR
872,hear,1408,HEAR
873,hear,1408,HEAR
874,hear,1408,HEAR
875,hear,1408,HEAR
876,hear,1408,HEAR
877,hear,1408,HEAR
878,hear,1408,HEAR
879,hear,1408,HEAR
880,hear,1408,HEAR
881,hear,1408,HEAR
882,hear,1408,HEAR
883,hear,1408,HEAR
884,heart,1223,HEART
885,heart,1223,HEART
886,heart,1223,HEART
887,heart,1223,HEART
888,heart,1223,HEART
889,heart,1223,HEART
890,heart,1223,HEART
891,heart,1223,HEART
892,heavy,1210,HEAVY
893,heavy,1210,HEAVY
894,heavy,1210,HEAVY
895,heavy,1210,HEAVY
896,heavy,1210,HEAVY
897,heavy,1210,HEAVY
898,heavy,1210,HEAVY
899,heavy,1210,HEAVY
900,heavy,1210,HEAVY
901,heavy,1210,HEAVY
902,heavy,1210,HEAVY
903,heavy,1210,HEAVY
904,heavy,1210,HEAVY
905,here,136,HERE
906,here,136,HERE
907,here,136,HERE
908,here,136,HERE
909,here,136,HERE
910,here,136,HERE
911,here,136,HERE
912,here,136,HERE
913,here,136,HERE
914,here,136,HERE
915,here,136,HERE
916,here,136,HERE
917,here,136,HERE
918,here,136,HERE
919,here,136,HERE
920,here,136,HERE
921,here,136,HERE
922,here,136,HERE
923,here,136,HERE
924,here,136,HERE
925,here,136,HERE
926,here,136,HERE
927,here,136,HERE
928,here,136,HERE
929,hit,1433,HIT
930,hit,1433,HIT
931,hit,1433,HIT
932,hit,1433,HIT
933,hit,1433,HIT
934,hit,1433,HIT
935,hit,1433,HIT
936,hit,1433,HIT
937,hit,1433,HIT
938,hit,1433,HIT
939,hit,1433,HIT
940,hit,1433,HIT
941,hit,1433,HIT
942,hit,1433,HIT
943,hit,1433,HIT
944,hit,1433,HIT
945,hit,1433,HIT
946,hit,1433,HIT
947,hit,1433,HIT
948,hit,1433,HIT
949,hit,1433,HIT
950,hit,1433,HIT
951,hit,1433,HIT
952,hit,1433,HIT
953,hit,1433,HIT
954,hit,1433,HIT
955,hit,1433,HIT
956,hit,1433,HIT
957,hit,1433,HIT
958,hit,1433,HIT
959,hit,1433,HIT
960,hit,1433,HIT
961,hit,1433,HIT
962,hit,1433,HIT
963,hit,1433,HIT
964,hit,1433,HIT
965,hit,1433,HIT
966,hit,1433,HIT
967,hit,1433,HIT
968,hit,1433,HIT
969,hit,1433,HIT
970,how,1239,HOW
971,how,1239,HOW
972,how,1239,HOW
973,how,1239,HOW
974,how,1239,HOW
975,how,1239,HOW
976,how,1239,HOW
977,how,1239,HOW
978,husband,1200,HUSBAND
979,husband,1200,HUSBAND
980,husband,1200,HUSBAND
981,husband,1200,HUSBAND
982,husband,1200,HUSBAND
983,husband,1200,HUSBAND
984,husband,1200,HUSBAND
985,husband,1200,HUSBAND
986,husband,1200,HUSBAND
987,husband,1200,HUSBAND
988,husband,1200,HUSBAND
989,husband,1200,HUSBAND
990,husband,1200,HUSBAND
991,husband,1200,HUSBAND
992,husband,1200,HUSBAND
993,husband,1200,HUSBAND
994,husband,1200,HUSBAND
995,husband,1200,HUSBAND
996,husband,1200,HUSBAND
997,husband,1200,HUSBAND
998,husband,1200,HUSBAND
999,husband,1200,HUSBAND
1000,husband,1200,HUSBAND
1001,husband,1200,HUSBAND
1002,husband,1200,HUSBAND
1003,husband,1200,HUSBAND
1004,husband,1200,HUSBAND
1005,husband,1200,HUSBAND
1006,ice,617,ICE
1007,ice,617,ICE
1008,ice,617,ICE
1009,ice,617,ICE
1010,ice,617,ICE
1011,ice,617,ICE
1012,ice,617,ICE
1013,ice,617,ICE
1014,ice,617,ICE
1015,ice,617,ICE
1016,ice,617,ICE
1017,ice,617,ICE
1018,if,1459,IF
1019,if,1459,IF
1020,if,1459,IF
1021,if,1459,IF
1022,if,1459,IF
1023,if,1459,IF
1024,if,1459,IF
1025,if,1459,IF
1026,if,1459,IF
1027,if,1459,IF
1028,if,1459,IF
1029,if,1459,IF
1030,if,1459,IF
1031,if,1459,IF
1032,if,1459,IF
1033,if,1459,IF
1034,if,1459,IF
1035,if,1459,IF
1036,if,1459,IF
1037,if,1459,IF
1038,if,1459,IF
1039,if,1459,IF
1040,if,1459,IF
1041,kill,1417,KILL
1042,kill,1417,KILL
1043,kill,1417,KILL
1044,kill,1417,KILL
1045,kill,1417,KILL
1046,kill,1417,KILL
1047,kill,1417,KILL
1048,kill,1417,KILL
1049,kill,1417,KILL
1050,kill,1417,KILL
1051,kill,1417,KILL
1052,kill,1417,KILL
1053,kill,1417,KILL
1054,kill,1417,KILL
1055,kill,1417,KILL
1056,kill,1417,KILL
1057,kill,1417,KILL
1058,kill,1417,KILL
1059,kill,1417,KILL
1060,kill,1417,KILL
1061,kill,1417,KILL
1062,kill,1417,KILL
1063,kill,1417,KILL
1064,kill,1417,KILL
1065,kill,1417,KILL
1066,kill,1417,KILL
1067,know,3626,KNOW
1068,know,3626,KNOW
1069,know,3626,KNOW
1070,know,3626,KNOW
1071,know,3626,KNOW
1072,know,3626,KNOW
1073,know,3626,KNOW
1074,know,3626,KNOW
1075,know,3626,KNOW
1076,know,3626,KNOW
1077,know,3626,KNOW
1078,know,3626,KNOW
1079,laugh,1355,LAUGH
1080,laugh,1355,LAUGH
1081,laugh,1355,LAUGH
1082,laugh,1355,LAUGH
1083,laugh,1355,LAUGH
1084,laugh,1355,LAUGH
1085,laugh,1355,LAUGH
1086,laugh,1355,LAUGH
1087,laugh,1355,LAUGH
1088,laugh,1355,LAUGH
1089,laugh,1355,LAUGH
1090,leaf,628,LEAF
1091,leaf,628,LEAF
1092,leaf,628,LEAF
1093,leaf,628,LEAF
1094,leaf,628,LEAF
1095,leaf,628,LEAF
1096,leaf,628,LEAF
1097,leaf,628,LEAF
1098,leaf,628,LEAF
1099,leaf,628,LEAF
1100,leaf,628,LEAF
1101,leaf,628,LEAF
1102,leaf,628,LEAF
1103,leaf,628,LEAF
1104,leg,1297,LEG
1105,leg,1297,LEG
