ID,Name,Nexus_File,rooted,type,method,scaling,Source
posterior-269,STATE_141640000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-270,STATE_137368000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-271,STATE_86000000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-272,STATE_121816000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-273,STATE_121056000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-274,STATE_131056000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-275,STATE_119128000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-276,STATE_96448000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-277,STATE_129776000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-278,STATE_154112000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-279,STATE_87440000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-280,STATE_154752000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-281,STATE_94400000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-282,STATE_143728000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-283,STATE_95560000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-284,STATE_92640000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-285,STATE_102824000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-286,STATE_84360000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-287,STATE_86720000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-288,STATE_120488000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-289,STATE_108376000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-290,STATE_148824000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-291,STATE_92648000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-292,STATE_140352000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-293,STATE_141488000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-294,STATE_87720000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-295,STATE_135496000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-296,STATE_108848000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-297,STATE_109120000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-298,STATE_123192000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-299,STATE_101256000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-300,STATE_130232000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-301,STATE_157096000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-302,STATE_151216000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-303,STATE_111680000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-304,STATE_141816000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-305,STATE_103648000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-306,STATE_107328000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-307,STATE_152576000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-308,STATE_155288000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-309,STATE_152248000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-310,STATE_108040000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-311,STATE_100896000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-312,STATE_139704000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-313,STATE_81896000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-314,STATE_105552000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-315,STATE_89600000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-316,STATE_89144000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-317,STATE_153480000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-318,STATE_96032000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-319,STATE_92384000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-320,STATE_114768000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-321,STATE_154304000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-322,STATE_110896000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-323,STATE_108000000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-324,STATE_116392000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-325,STATE_109536000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-326,STATE_145232000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-327,STATE_128520000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-328,STATE_138560000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-329,STATE_132896000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-330,STATE_153688000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-331,STATE_112656000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-332,STATE_139064000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-333,STATE_146120000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-334,STATE_94216000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-335,STATE_147920000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-336,STATE_83952000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-337,STATE_147224000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-338,STATE_150808000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-339,STATE_128232000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-340,STATE_111312000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-341,STATE_132392000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-342,STATE_144648000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-343,STATE_90808000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-344,STATE_135256000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-345,STATE_141024000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-346,STATE_122960000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-347,STATE_112672000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-348,STATE_138232000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-349,STATE_119816000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-350,STATE_135664000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-351,STATE_154216000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-352,STATE_96336000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-353,STATE_102448000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-354,STATE_108576000,posterior.trees,true,sample,bayesian,years,Chang2015
posterior-355,STATE_130448000,posterior.trees,true,sample,bayesian,years,Chang2015
